,location,title,company,salary,summary,rating
251,"Remote in Bengaluru, Karnataka",Applied Data Scientist,Tookitaki Holding PTE LTD,NA,"
Experience with building machine learning pipelines on large data sets.
Build data processing and machine learning pipelines and systematically test the…
",NA
252,"Pune, Maharashtra",newData Scientist,torcai digital media private limited,NA,"
Perform Exploratory Data Analysis on large and complex data sets comprising of structured, semi-structured and unstructured data.
",NA
253,"Kochi, Kerala",newPython - Machine Learning Intern,Tapaya Technologies,"₹18,000 a month","Looking for python developers Desired Skills: - Experience in NLP/ML -Experience in working with Linux Job Type: Full-time Salary: Up to ₹18,000.00 per…",NA
254,"Bengaluru, Karnataka",IN4 | Senior Data Scientist | FY23 | SPOT - 1,Walmart Global Tech India,NA,"
We are building smart data systems that ingest, model and analyse massive flow of data from online and offline user activity.
",NA
255,"Pune, Maharashtra+1 location",newData Scientist,Wolters Kluwer,NA,"
Help create and maintain a suite of advanced analytical/machine learning libraries that can help detect patterns within data; outline all structured and…
",3.6
256,"Chennai, Tamil Nadu+1 location","Specialist, Data Scientist",BNY Mellon,NA,"
Establishes relationships to obtain data and subject knowledge needed to support advanced analytics.
Stays abreast of organization and management changes and…
",3.5
257,"Bengaluru, Karnataka",Data Scientist,ABB,NA,"
Understand business data and how to use it appropriately in data analysis and Perform exploratory data analysis to gain a deeper understanding of the problem.
",3.9
258,India,Data Scientist,3SC Solutions,"₹15,00,000 - ₹20,00,000 a year","
Process and analyze sales data; gather additional data sources that would improve model accuracy.
Experience with large data sets.
",5.0
259,"Thiruvananthapuram, Kerala",Data Science Internship,Oracuz Infotech Pvt Ltd Company,NA,"
We are providing six months internship for Data Scientist.
After the training we will hire the candidates through our company.
",NA
260,"Mumbai, Maharashtra",Data Scientist,Frenzi,"₹4,12,925 - ₹15,46,674 a year","
Enhancing data collection procedures to include information that is relevant for building.
Extending the company’s data with third-party sources of information…
",NA
261,"Hyderabad, Telangana",newData Scientist,eNFLUENCE IT Services,NA,"
SAS model development experience as a secondary skill alongside Python skills.
Functional Area:Data Science & Analytics.
Employment Type:Full Time, Permanent.
",NA
262,"Bengaluru, Karnataka",newData Scientist: Artificial Intelligence,IBM,NA,"
Proven ability in solutioning covering data ingestion, data cleansing, ETL, data mart creation and exposing data for consumers.
",3.9
263,"Bengaluru, Karnataka+1 location",Data Scientist – AIML Product,Standard Chartered,NA,"
Manage a team dedicated for reviewing models related unstructured and structured data.
Use NLP, Vision and ML techniques to bring order to unstructured data.
",4.1
264,"Bengaluru, Karnataka",newLead Data Scientist,Oracle,NA,"
You are a self-critical Lead data scientist who understands the importance of high standards is never satisfied with mediocrity and constantly striving for…
",3.8
265,"Noida, Uttar Pradesh",Freelance Data Analytics,Analytics Squad,"₹15,000 - ₹18,000 a month","
Experience in data extraction and data manipulation including Importing.
Research, analyze, and present data as assigned.
Analyst *- Power BI/SQL/SAS/Tableau.
",NA
266,"Gurgaon, Haryana",Data Scientist,Talent Integrators,NA,"
Experience of working with time series data.
Develop ML/AI models on IoT time series data to serve different customer use cases.
",NA
267,"Bengaluru, Karnataka",Data Scientist / Decision Scientist,Maruti Suzuki India Ltd,NA,"
 Understand the data landscape, establish the data adequacy beforehand.
Find meaningful patterns in data, detect seasonality and trend, establish cause and…
",4.1
268,"Gurgaon, Haryana",newData Scientist Assistant Manager | India,Ubiquity,NA,"
Experience working with and creating data architectures.
Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw…
",NA
269,"Kochi, Kerala",Data Scientist (NLP)/ NLP Developer,PBW Software Pvt. Ltd.,NA,"
Study and transform data science prototypes.
Select appropriate annotated datasets for Supervised Learning methods.
Total work: 2 years (Preferred).
",NA
270,"Bengaluru, Karnataka",Data Scientist,Lenovo,NA,"
Use your judgement to craft analytics solutions to complex business problems, prototype and demonstrate value generation from data science initiatives.
",3.9
271,"New Delhi, Delhi",Data Science Manager,Consilium Software,NA,"
Understanding of data structures, data modeling and software architecture.
Study and transform data science prototypes.
",NA
272,"Ahmedabad, Gujarat",newData Scientist,TTECHCRAFTER SOFTWARE SOLUTIONS LLP,NA,"
Data warehousing business analyst dashboards database data scientist business analysi.
Troubleshoot and identify issues with existing reports and data by…
",NA
273,"Temporarily Remote in Kochi, Kerala",Data Analyst/Scientist,PBW Software Pvt. Ltd.,"₹10,00,000 - ₹12,00,000 a year","
3+ years’ experience mining data as a data analyst.
Identify trends and opportunities for growth through analysis of complex data sets.
",NA
274,"Nagasandra (Bangalore), Karnataka",newDATA SCIENTIST,String Bio,NA,"
Presenting information using data visualization techniques.
Present information using data visualization techniques.
Overall experience of 2+ years.
",3.5
275,"Bengaluru, Karnataka","newData Scientist - Machine Learning, Deep Learning, NLP",Enterprise Bot,NA,"
The data scientist will be responsible for design and development of deep learning models based on unstructured and Structured Data.
",3.3
276,"Bengaluru, Karnataka",Research Scientist - Machine Learning / Research Scientist -...,GE Corporate,NA,"
We innovate and execute Analytics technologies that combine domain knowledge with advanced operations research, machine learning and text mining algorithms to…
",4.0
277,"Temporarily Remote in Bengaluru, Karnataka",SR Data Scientist,Surya Systems,NA,"
Experience in applied data science, analytics, data storytelling.
Apply your expertise in quantitative analysis, data mining, and the presentation of data to…
",NA
278,"Remote in Bengaluru, Karnataka",Data Scientist/Data Story-Teller (HR Analytics),AceNgage Infoservices,"₹80,000 a month","
_5+ years of data visualization development and directly related experience including data environment and data visualization tools such as Tableau/Power BI…
",NA
279,"Bengaluru, Karnataka",Machine Learning-Consultant,Wipro Limited,NA,"
You should be able to build a custom Function Module with medium complexity program logic.
Minimum work experience: 5 - 8 YEARS.
",3.8
280,"Remote in Chandigarh, Chandigarh",newHiring Data Scientist Develope || IDS Infotech LTD || (Perma...,IDS Infotech,NA,"
Extensive data modelling and data architecture skills.
Experienced in orchestration of data pipelines with tools like Airflow (not mandatory) and automation of…
",3.7
281,"Bengaluru, Karnataka",newSr Advanced Data Scientist,Honeywell,NA,"A Job posting does not exist for this global job code, please work with your HRG to develop oneA Job posting does not exist for this global job code, please…",3.7
282,"Mumbai, Maharashtra+1 location",Data Scientist-CAI,HDFC Bank,NA,"
Hands-on experience in data wrangling (ETL), feature engineering, building and deploying scalable machine learning algorithms.
",3.9
283,India,Data Scientist,RedSeer Management Consulting,NA,"
Bachelor’s degree in statistics, data science, mathematics, or equivalent master's degree program with a focus on statistical methods from a premium institute.
",2.5
284,"Bengaluru, Karnataka",Machine Learning Engineer-Data Science,Response Informatics,NA,"
Machine learning, Deep learning, Hive, SQL, Tensorflow, Keras.
",NA
285,"Hybrid remote in Bengaluru, Karnataka",Data Scientist,Intel,NA,"
This role will be a combination of data engineering and data science.
Develop software, algorithms and applications to apply mathematics to data, perform large…
",4.1
286,"Hyderabad, Telangana",Data Scientist (Drug Product Process Development),Novartis,NA,"
Data cleaning and data wrangling.
Set up databases and data pipelines.
Use data and ML methods to solve problems.
2-5 years’ experience in academia or industry.
",4.1
287,"Chandigarh, Chandigarh",ML Engineer,CrossML Pvt Ltd,"₹50,000 - ₹60,000 a month","
Supervising the data acquisition process if more data is needed.
Verifying data quality, and/or ensuring it via data cleaning.
Total work: 2 years (Preferred).
",NA
288,"Bengaluru, Karnataka","newSenior Data Scientist, Marketplace",Atlassian,NA,"
Familiarity with event-based analytics, data instrumentation and logging.
Part of your job is to improve the data literacy of your product team, teaching people…
",NA
289,"Hyderabad, Telangana",Data Scientist 2,Providence Global Center,NA,"
Create forecasting and machine learning models by working along with business analyst, product managers and data analytics engineers in deriving insights.
",NA
290,"Mumbai, Maharashtra",Data Scientist (Analyst),Transorg Analytics,NA,"
Experience in data mining and data analysis is preferred.
Must have a passion for data, structured or unstructured.
",2.0
291,"Chandigarh, Chandigarh",Data Scientist,CrossML Pvt Ltd,"₹8,00,000 - ₹10,00,000 a year","
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc.
",NA
292,"Gurgaon, Haryana",Executive- Data Scientist for Commodity market,Macquarie Group Limited,NA,"
You’ll have the ability to work within a fast-paced environment, be resourceful and demonstrate strong data management skills.
Work type: Permanent - Full time.
",3.8
293,"Bengaluru, Karnataka",MBOS_Data Science Engineer - Image Database,Mercedes-Benz Research and Development India...,NA,"
Knowledge of data warehouse technologies and relevant data modeling best practices.
Develop and maintain expertise in advanced and/or emerging data management…
",4.0
294,"Mumbai, Maharashtra",Asst Manager - Data Science,citius tech,NA,"
Work with OMICs, image, med device and RWE data to power various use cases in the areas of digital trials and personalized medicine.
",3.8
