,location,title,company,salary,summary,rating
5288,"Chennai, Tamil Nadu",Lead Cloud Engineer,Presidio India,,"
Lead architecture and design discussions with architects and clients.
Continuous improvement - Certain engagements will require you to support and maintain…
",
5289,"Mumbai, Maharashtra+1 location",Software Sales Specialist,NTT Ltd,,"
Contribute to the pre-sales process by working with pre-sales architects to create the best solution design for the client.
Execute on the sales strategy.
",3.6
5290,"Chennai, Tamil Nadu",AEM Sr Architect - WCM - Digital,Larsen & Toubro Infotech Limited,,"
""Minimum 15 years of IT experience with 10+ years of experience in Web Content Management experience with Adobe AEM.
",3.7
5291,"Remote in Chennai, Tamil Nadu",Cloud Engineer,"Presidio, Inc.",,"
Strong interest in gaining multi-cloud exposure is a must.
Kubernetes: Hands-on experience in provisioning and managing Kubernetes clusters on any public…
",
5292,"Bhubaneshwar, Orissa",Technical Architect - Java,HighRadius,,"
Responsible for design and development of high end, robust, scalable products that disrupt the market.
Technically-intense role with primary focus on building…
",3.5
5294,Remote,Junior Solution Architect – Applied Sciences,E&P Consulting,,"
Architecture: You rigorously develop solution architectures, seeking practical solutions that optimize and re-use capabilities.
",
5295,"Chennai, Tamil Nadu",Technical Architect,GIEC global,"₹7,12,976 - ₹20,24,394 a year","
A Technical Architect - JAVA defines and owns the technical architecture of systems to deliver business objectives while ensuring quality standards.
",
5297,"Bengaluru, Karnataka",newApplication Architect: Mobile,IBM,,"
Good experience of architecture, design of end to end mobile solutions that includes mobile middleware, cloud services and integration with enterprise or third…
",3.9
5298,"Hyderabad, Telangana",newManager - Cloud Architect - Hyderabad/ Bengaluru,Deloitte,,"
Work closely with product owners and architects and execute on deliverables ·.
Solid understanding and experience working with high availability, high…
",4.0
5299,"Bengaluru, Karnataka",Google Cloud Platform Architecture Technology Architect,Accenture,,"
Project Role Description :Review and integrate all application requirements, including functional, security, integration, performance, quality and operations…
",4.0
5301,India+1 location,newSolutions Architect,AISPL,,"
At AISPL, we're hiring highly technical database architects with hands-on capabilities in a combination of commercial, open-source, relational and non…
",4.0
5302,"Bengaluru, Karnataka",newUI/UX Designer,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
5303,"Hyderabad, Telangana",newQA Architect,CareerNet Consulting,"₹20,00,000 - ₹25,00,000 a year","
> Mobile testing Appium with any cloud services (Perfecto, Saucelabs).
We have openings for ""QA Architect"" profile with Mphasis for permanent position.
",3.9
5304,India,"""Infrastructure Architect: IMI-Public & Private Cloud (Archi...",Kyndryl,,"
Good knowledge of cloud security practices.
If you have applied for an IBM role previously, you will be able to log into the candidate zone using your previous…
",3.4
5305,"Bengaluru, Karnataka",newMaximo / Tririga Architect,IBM,,"
Exposure to at least one public cloud services like AWS, Azure.
Working with other product architect to build cross product and innovative solutions.
",3.9
5306,"Remote in Coimbatore, Tamil Nadu",newCloud Infrastructure Architect,mindcurv,,"
You will work closely with client teams and internal colleagues across functional roles to understand requirements and make project decisions in line with those…
",
5307,"Bengaluru, Karnataka+1 location",newAssoc Architect - DC & Cloud,Microland,,"
Ýff Experience o Essential ýff 5+ years of professional in-depth knowledge and experience working on Microsoft Azure ýff Specific experience around Azure…
",3.8
5308,"Bengaluru, Karnataka",newArchitect II,Philips,,"
Architectural thinking especially in the context of cloud.
Experience in building cloud-enabled services deployed at scale on AWS, CF and Kubernetes.
",4.0
5309,"Bengaluru, Karnataka+2 locations",Application Architect: Business Intelligence,IBM,,"
You will define the scope and vision for projects that deliver customized solutions using your knowledge of IBM platforms.
Must have worked on EDW.
",3.9
5310,"Hyderabad, Telangana",Solution Architect (5G),Cyient,,"
Direct experience as a solutions architect or enterprise architect in a services organization is considered an asset.
",3.5
5311,"Gurgaon, Haryana+1 location",Kinaxis Application Designer,Accenture,,"
Educational Qualification : -BTech/BE/ MCA Preferred MBA from Tier 1 institute in India / Global / Certified Supply Chain.
15 years of full time education.
",4.0
5312,Remote,.NET Application Architect,Jeevan Technologies,,"
Application design and solutions (on-prem and Cloud).
",3.3
5313,"Gurgaon, Haryana",Security Architect - IT,Maruti Suzuki India Ltd,,"
>Validation of Security Architecture of various integrations across networks, data centers and clouds.
Experience: 8 to 10 years.
",4.1
5314,"Hyderabad, Telangana",Cloud Architect,Aspire Systems,,"
Enterprise Cloud Migration - Possess experience in a variety of cloud deployment models and experience with migrating on-premise to cloud, specifically OCI.
",4.0
5315,"Bengaluru, Karnataka",Senior Cloud Engineer,Unisys,,"
Experience managing and leading migration to cloud projects;
Lead the implementation of migration plan to cloud platform;
",3.6
5317,"Hybrid remote in Bengaluru, Karnataka",Architect I - Java,Philips,,"
The HealthSuite Digital Platform team which is an open, cloud-based healthcare platform that will support data collection across the spectrum from clinical to…
",4.0
5318,"Bengaluru, Karnataka","Consultant Bangalore, Karnataka",VMware,,"
Articulate the value propositions and technical concepts of the VMware Product and Services portfolio.
Participate in and support End Customer sales call and…
",4.1
5319,"Bengaluru, Karnataka","Developer Relations Engineer, Data Analytics & Industries, G...",Google,,"
In this role, you’ll help developers and architects understand how Google’s products can be used to support a wide range of legacy and cloud workloads in a…
",4.3
5320,"Pune, Maharashtra",Cloud Engineer,Deutsche Bank,,"
Cloud networking infrastructure (GCP preferred) with public-facing IPs, firewalls, cloud DNS, cloud interconnect, NAT/egress control etc, including connectivity…
",3.8
5321,"Bengaluru, Karnataka",Cloud Architect,SpanIdea,,"
Experience working on cloud-based services (including SaaS, PaaS, IaaS) with a solid understanding of continuous integration, delivery and deployment challenges…
",
5322,"Bengaluru, Karnataka",Senior Business Analyst,Glance,,"
To architect the design of the data platform, lead strategy planning and execution for all the data platform changes.
R/ Python knowledge is a plus.
",
5323,"Bengaluru, Karnataka",Salesforce Architect,Millennium,,"
Sales force architect level + cisco dialer experience,.
Conduct research into clients’ use of Salesforce, producing a report of findings with recommended steps…
",
5325,"Hyderabad, Telangana",Software QA - Cloud,Siemens,,"
Works with the team and product owners/architect in product design & development.
Plans, documents and implements product tests and verifications.
",4.0
5326,"Chennai, Tamil Nadu",Solution Architect | 15 to 18 years | Chennai & Bengaluru,Capgemini,,"
Experience in cloud technologies(AWS, GCP, Azure).
Working with agile development teams and delivery architects through all phases of the solution lifecycle.
",3.8
5327,Delhi,Senior Cloud Architect,RGF Professional Recruitment,,"
Provide guidance and guidelines on assessing applications’ viability for cloud and cloud adoption disposition.
Practical experience of DevSecOps on cloud.
",
5328,"Bengaluru, Karnataka",Principle Architect,GSK,,"
Docker] including cloud technologies & data structures (i.e. information management), data models or relational database design.
Net Core (C#), Java, Python.
",4.2
5329,"Kolkata, West Bengal",newSr. Architect,Velectico Consulting,"₹40,000 - ₹75,000 a month","
At least 8 years of commercial experience in a user-oriented support capacity.
Relevant tertiary education in Information Technology.
",
5330,"Chennai, Tamil Nadu",Solution Architect,iNoryaSoft,,"
Experience in other Azure cloud services like Azure BLOB storage, Azure functions, Azure SQL etc.
We provide Application development, Modernization, and Support…
",
5331,Remote,Data Architect,netObjex,,"
Expertise in implementing hybrid (cloud and on premise) data solutions.
Expert knowledge of data architecture in clouds as well as on-premise solutions.
",
5332,India,S&PP S&C Pricing Architect,Accenture,,"
Accenture Pricing Architects are a highly visible group with a mission to develop and implement strategies and tactics that enable Accenture deal teams to…
",4.0
5333,"Thiruvananthapuram, Kerala",Devops Engineer- URGENT HIRING,Talent Basket,"₹18,00,000 a year","
Knowledge in cloud technologies like AWS/Azure.
Skills- Groovy, Python, Shell scripting, GIT.
Build and Release, AWS/Azure.
Groovy/ Python: 3 years (Preferred).
",
5334,"Bengaluru, Karnataka","newAdministrator 4, Systems Administration Cloud , vRA & NSX Ar...",Western Digital,,"
Creating VRA Blueprints, publishing catalogues, creating and configuring VRA and VRO/workflows, vRO configurations/integration with external systems/3rd party…
",3.8
5335,"Bengaluru, Karnataka",newQuality Associate,SAP,,"
Being a cloud company with ambitious goals towards earnings from cloud subscriptions, it’s crucial for SAP to maintain high quality standards with 24/7…
",4.3
5336,"Mumbai, Maharashtra",Cloud Security Architect,IBM,,"
Good understanding of cloud architecture and industry standards are required;
Working experience on cloud service models (IaaS, Paas, SaaS etc), infrastructure…
",3.9
5337,"Bengaluru, Karnataka","newCloud Engineering Services Architect - TypeScript , Microser...",VMware,,"
You will be part of a distributed team, comprised of superb software engineers and architects - experienced in building productivity engineering services.
",4.1
5338,"Bengaluru, Karnataka",Solution Architect,HDFC Bank,,"
Extensive experience in building cloud-native applications (AWS / Azure).
Understand user stories created by the product manager and translate them into…
",3.9
5339,"Delhi, Delhi",Springboard FY22_Area Solution Architect,Microsoft,,"
Ramp-up trainings to hone technical skills.
Project Guide, Mentor and Buddy to assist you during the project.
Produce high quality Architecture Deliverables and…
",4.2
5340,"Kochi, Kerala",IBM Observability Architect (Monitoring),IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
5341,"Pune, Maharashtra",newApplication Architect,Barclays,,"
Experience in systems integration projects that involve open source technologies and implementation utilising cloud based computing and APIs;
",3.9
5342,"Chennai, Tamil Nadu",Software Architect (Java with Cloud),NOKIA,,"
It provides unique diagnostic and enhanced fault localization capabilities that enables the identification of root causes for issues, dramatically reducing the…
",4.1
5344,"Mumbai, Maharashtra",newSolution Architect - PCC/PCG,Ericsson,,"
Excellent knowledge and competence of 3GPP 5GC, cloud native, micro-service architecture, NFV, Networking and so on.
To be successful in the role you must have.
",4.1
5345,"Mumbai, Maharashtra",Associate Technical Architect,Crimson Interactive,,"
Expertise in architecting products built on varied Microsoft technologies, AWS cloud, Angular, Database.
Provide expertise to project teams, including mentoring…
",3.1
5346,"Gurgaon, Haryana",newArchitect,Hatch,,"
Worked with tridimensional survey files that use point clouds or other means of field verifications.
Work directly with designers, technologists, CAD managers,…
",
5347,"Kolkata, West Bengal",DevOps Architect - Kolkata,Indus Net Technologies,,"
Install and optimize tools on cloud infrastructure.
Design/Implement solution for infrastructure automation over cloud infrastructure.
",4.0
5348,"Bengaluru, Karnataka",newCloud Engineer Operation,CareerNet Consulting,,"
Detailed Technical Knowledge on cloud infrastructure and Automation tools especially RPAs and Ansible etc.
Models including manual, scripted, DevOps, CI/CD/IaaC…
",3.9
5349,"Bengaluru, Karnataka",Mainframe Modernization Architect,DXC Technology,,"
DXC's Modernized Apps & DevOps services enable clients to achieve the agility to improve time to market, reduce costs, attain resiliency, and focus on…
",3.2
5350,"Bengaluru, Karnataka",AWS - Cloud Architect,Calsoft,,"
Experience migrating applications from the enterprise to public cloud providers (e.g. Amazon, Google, or Microsoft).
",3.5
5351,"Pune, Maharashtra",1) AWS/DevOps Architect,EPIQ Softech Pvt. Ltd.,"₹8,00,000 - ₹18,00,000 a year","
Must have minimum 3 years of experience in managing operations in cloud.
Looking for 8+ years of experience Cloud (DevOps/AWS) professional who is experienced…
",
5352,"Chennai, Tamil Nadu",DevOps Architect,Cognizant,,"
Implementation experience of running DevOps program starting with maturity assessment, roadmap build and engineering solution.
Pre/post testing & Env Purge.
",3.9
5353,"Chennai, Tamil Nadu",Senior Associate - CS,Cognizant,,"
? Collaborate with Cloud Success Managers on signoff of cloud custom components (as needed).
? Work on specific test cases for technology intensive modules such…
",3.9
5354,"Pune, Maharashtra",Senior Cloud Test Automation Architect,Deutsche Bank,,"
Experience and understanding of public cloud service offerings i.e.
Collaborate with Subject Matter Experts to support application integration to the cloud,…
",3.8
5355,"Bengaluru, Karnataka",newCloud Solution Engineer,NetApp,,"
Knowledge of cloud technologies and storage domain.
We are looking for someone who can thrive as part of a high-performing engineering team tasked with finding…
",4.1
5356,"Faridabad, Haryana",Cloud Solutions Architect,Netweb Technologies,,"
Support Netweb as required with client conversations demonstrating your Public Cloud technical expertise to help customers in their journey to and optimization…
",
5357,"Kolkata, West Bengal",Sr. Cloud Sales Professional,ALLINDIA,,"
4 to 5 years of cloud services sales experience in an organization providing data-center facilities, web hosting, technology transformation, digital…
",
5358,"Bengaluru, Karnataka",newTechnical Architect: Google Platform,IBM,,"
Use your experience in Google cloud platform, AWS or Microsoft Azure to build hybrid-cloud solutions for customers.
To think along with clients and sell.
",3.9
5359,"Bengaluru, Karnataka",Architect - Cloud(JC1585),Microland,,"
. 6ýff Years experience on AWS cloud infra support 2.
Good understanding on all AWS network concepts 3.
Experience on network and Firewalls (Palo Alto) 4.
",3.8
5360,"Mumbai, Maharashtra",Technical Design Architect - Cloud,Orange Business Services,,"
Experience on cloud security and compliance.
Solid understanding of cloud architecture and DevOps principles.
You will analyze day-to-day operational activities…
",4.1
5361,Remote,AWS Cloud Solution Architect,Umbrella Infocare,,"
A thorough understanding of Cloud-Native architectures, container orchestration, microservices and operational best practices in the cloud.
",
5362,"Bengaluru, Karnataka",Principal Architect-Technology,Microland,,"
Responsible for high level design, implementation and support of Enterprise Backup and Storage Infrastructure support.
",3.8
5363,"Coimbatore, Tamil Nadu",Project Manager / .Net Architect,CLOUD ASSERT,,"
Preparing comprehensive work plans, schedules and minimizing risk.
Allocating appropriate resources to the project, managing budget constraints.
",
5364,"Chandigarh, Chandigarh",newCloud Services Architect,Emerson,,"
Minimum 1 year experience with cloud-hosted Containers and Container deployment.
Experience cross cloud platforms (Azure to AWS) is a plus.
",3.8
5365,"Ahmedabad, Gujarat",newSenior Cloud Architect,IBM,,"
Assist partners in defining, designing, implementing and deploying cloud native applications, systems and infrastructure across multiple clouds.
",3.9
5366,"Bengaluru, Karnataka",App-Cloud-Azure-Architect,Wipro Limited,,"
As a Senior Architect, you are responsible for providing technical leadership to medium size/complexity/order-value enterprise scale projects/solutions.
",3.8
5367,"Mumbai, Maharashtra",newSolution Architect - NELS/EDA,Ericsson,,"
Minimum 3+ years of experience as a solution architect in digital transformation projects with specific experience in the provisioning domain.
",4.1
5368,"Bengaluru, Karnataka",Sr. AWS Cloud Support Architect,Merck KGaA Darmstadt Germany,,"
Experience of hybrid cloud and private cloud, cloud architecture, and design patterns.
Minimum 8 years of relevant experience as Cloud Engineer and deployment…
",3.8
5369,"Chennai, Tamil Nadu",Cloud Solution Consultant,Servion Global Solutions,,"
Accelerate cloud adoption in strategic accounts by providing deep technical expertise aligned to Industry and our capabilities.
",3.5
5370,"Chennai, Tamil Nadu",newIT Support Manager,ALPHA GROUP OF INSTITUTIONS,,"
Job descriptionApplications are invited from the prospective candidates for the position of IT Manager for Alpha Group of Institutions.
",4.5
5371,"Pune, Maharashtra",newEngineer Release Test and Assurance| Job Loc : Pune /Bangalo...,Maersk,,"
Maersk is on multi-year program to revamp its technology and digital solutions footprint and as part of new strategy, SAP will act as the ‘digital core’ for the…
",4.1
5372,"Bengaluru, Karnataka",Staff Data Information Architect,Baker Hughes,,"
Implemented or worked on warehousing in the cloud with AWS, Azure, or GCP.
The Staff Data Architect is responsible for the Architecture & Governance of the BH D…
",4.0
5373,"Gurgaon, Haryana",Principal Architect,TATA SIA Airlines Limited,,"
As Principal Architect, the person will lead the Digital Transformation and Innovation as part of Digital Centre of Excellence.
",4.0
5374,"Bengaluru, Karnataka",Advanced SW Architect,Honeywell,,"
Collaborate with product managers, functional architects, technical architects, and development teams to produce plans for execution.
",3.7
5375,"Bengaluru, Karnataka","SDE II, Alexa Multiagent VII",ADCI - Karnataka,,"
You will be part of the team that architects, designs, and implements highly scalable distributed systems that provide availability, reliability and performance…
",3.5
5376,"Mumbai, Maharashtra",Mobile Architect,Tata Elxsi,,"
Tata Elxsi works with leading medical device OEMs and technology companies for market research and human factor engineering, hardware and software engineering,…
",3.8
5377,"Bengaluru, Karnataka",R & D Architect,NOKIA,,"
As a Product System Architect (PSA) of Registers, one would be responsible for translating the high level product requirements into detailed specifications and…
",4.1
5378,"Pune, Maharashtra",ServiceNow Architect,Nihilent,,"
5+ years of experience as a ServiceNow Solution/Technical Architecture with implementing SaaS/PaaS Solution on specific cloud architecture.
",3.6
5379,"Chennai, Tamil Nadu","Architect, Applications and Database Administrator",pSemi,,"
The Database Administrator / Applications Architect installs, design, develops, administers, upgrades, maintains and supports multiple Oracle database systems…
",
5380,"Bengaluru, Karnataka",newSecurity Penetration Testing Security Architect,Accenture,,"
Key Responsibilities : Role is to work in web application security assessments, hands on techniques for identifying SQL injections, XSS, CSRF, authentication,…
",4.0
5381,"Bengaluru, Karnataka",Application Architect: Microsoft Analytics & Cloud,IBM,,"
You will define the scope and vision for projects that deliver customized solutions using your knowledge of IBM platforms.
",3.9
5382,"Pune, Maharashtra",Enterprise Cloud Architect - AI,Michelin,,"
Work with customers/end users, platform owners, enterprise architects, and development teams to understand their pains & needs.
Asses data related risk factors.
",4.0
5383,Remote,MuleSoft Integration Architect,Diabsolut Inc.,,"
Must have performed in an architect role on multiple complex deployments involving MuleSoft.
The MuleSoft Integration Architect should have the skills to work…
",
5384,"Mumbai, Maharashtra",Cloud Architect,Shifastar,,"
Understands cloud performance tuning, cost optimization and cloud security mechanisms.
Strong experience in design & implementation of cloud-based technology…
",
5385,"Chennai, Tamil Nadu+1 location",Manager - Projects,Cognizant,,"
Install and optimizing tools on cloud infrastructure for large sized projects.
Design/Implment solution f+P21or infrastructure automation over cloud…
",3.9
5386,Remote in India,Google Cloud Platform Architect,Lingaro Group,,"
Developing and delivering Google Cloud Platform solutions.
Providing GCP and other technological consultancies in the project implementation process.
",
5387,"Gurgaon, Haryana",Cloud Architect/Practice Lead,Bravura Solutions,,"
Part of Bravura’s pursuit of excellence is to encourage everyone to experience autonomy, mastery and purpose.
The practice leader as one of the most experienced…
",3.7
5388,"Hyderabad, Telangana",Enterprise Architect,Niosys,,"
Experience in serving as an architect and implementing roadmaps and artifacts.
Known for extraordinary customer service and support based in New York, USA.
",
5389,India,Service Architect- Smart Spaces,Getronics,,"
A Smart Spaces Service Architect consultant will work closely with the Smart Spaces Portfolio Manager to define the solutions and services (products) that we…
",3.6
5390,"Mumbai, Maharashtra",newSE-DBS,Ericsson,,"
We are now looking for a Solution Architect, who will be responsible for analyzing, designing and developing commercially viable end-to-end technical solutions…
",4.1
5391,"Bengaluru, Karnataka",newAWS Network architect,Millennium,,"
Discussion with customer network architect for design, implementation and new solution.
AWS Network architect with experience in AWS Networks, OSPF & BGP…
",
5392,"Noida, Uttar Pradesh",Cloud Senior Engineer,Crowe,,"
Minimum Qualifications - Bachelor or Master degrees in Computer Engineer, Computer Science or other applicable degree - 4+ years of hands-on experience…
",3.6
5393,"Mumbai, Maharashtra+2 locations",newArchitect(16 18 years),Infogain,,"
We engineer business outcomes for Fortune 500 companies and digital natives in the technology, healthcare, insurance, travel, telecom, and retail & CPG…
",3.4
5394,"Noida, Uttar Pradesh",Automation Architect –Networks & Software,Infinity Labs,,"
Knowledge of cloud and Virtualization, Automation is AWS etc is a must.
Programmatically analyze network incidents/ Alerts and develop automated solutions for…
",2.6
5395,"Remote in Bengaluru, Karnataka",Customer Architect - Professional Services - India,MessageBird,,"
For this role, you will operate within the India Standard Time (IST).
As a Professional Services Customer Architect, you will work hand-in-hand with MessageBird…
",
5396,"Bengaluru, Karnataka",newSenior Solution Architect,Capgemini,,"
Create thought leadership on Azure solutions and hybrid clouds.
Avid technologist, with deep expertise in modern cloud architecture and history of successful…
",3.8
5397,"Pune, Maharashtra",newAWS Administrator,Riser Techub Pvt. Ltd.,"₹5,00,000 - ₹9,00,000 a year","
Set up process, services and tools around cloud.
Define Migration strategy to move application to cloud.
4 to 9 yrs of experience in AWS Server Admin.
",
5398,"Hyderabad, Telangana",newSolution Architect,NTT DATA Business Solutions,,"
Gathering business requirements, creating functional specifications and writing documentation.
Analyzing, developing and testing in the area of risk, finance…
",3.4
5399,"Kolkata, West Bengal",Junior Engineer – Cloud Solutions (Linux),ALLINDIA,,"
Independently service client AWS cloud accounts including servers, network and access rules.
Managing MySQL database configuration on Linux based database…
",
5400,"Pune, Maharashtra",AWS Cloud Architect (7-12 Years),Addteq,,"
Works with the infrastructure team on cloud adoption, implementation of security, and best practices on AWS enterprise cloud.
",
5401,"Bengaluru, Karnataka",newStatic Application Security Testing SAST Architect,Talenta Manpower Services,"₹30,00,000 a year","
Working knowledge with cloud environments (AWS / Google Cloud / Azure).
Ability to perform SAST on Apps, Twistlock, familiarity with cloud-native services …
",
5402,"Bengaluru, Karnataka",newSolution Architect,BD,,"
Knowledgeable in cloud-based infrastructure, development environments and SQL.
Experience delivering cloud projects (IBM, AWS, and/or Azure).
",3.8
5403,"Hyderabad, Telangana",Data Architect,Cyient,,"
Migrating onprem datawarehouse/datamart to modern cloud data warehousing.
Experience with AWS cloud services: EC2, EMR, RDS, or Redshift.
",3.5
5404,"Bengaluru, Karnataka",newExperience Architect: Customer & Experience Transformation,IBM,,"
To think along with clients and sell.
User experience designers create human-centered experiences by designing the structural and informational foundation for…
",3.9
5405,"Chennai, Tamil Nadu",Senior Client Partner,NTT Ltd,,"
They work directly with clients at a variety of levels as well as other internal sales expert teams such as Client Managers and pre-sales services-type…
",3.6
5406,"Bengaluru, Karnataka",Professional Services Practice Architect,Zscaler,,"
Act in a leadership capacity in order to define and deliver professional services solutions tailored to the customer’s cloud transformation roadmap and strategy…
",3.8
5407,"Pune, Maharashtra",Solution Architect,amdocs,,"
Responsible for the design, development, modification, debugging and/or maintenance of software systems.
Works on specific modules, applications or technologies…
",3.8
5408,Remote,DevOps Engineer,Comprinno Technologies,"₹5,00,000 - ₹7,00,000 a year","
Fault tolerant systems using leading cloud platforms.
Good understanding of other prominent cloud platforms like.
Science or Information Technology discipline.
",
5409,"Hyderabad, Telangana",Architect /Tech lead,eNFLUENCE IT Services,,"
Proficiency in Azure or similar cloud services.
Primary: React, Nodejs, Any Cloud,Secondary:Familiarity with embedded PowerBI,Strong Profciency in ReactJS,…
",
5410,"Chennai, Tamil Nadu+1 location",newCustomer Solution Architect,NOKIA,,"
First level of effort estimation for feature, Interface with system architects to understand the impact of the system level features on the modules.
",4.1
5411,"Ahmedabad, Gujarat",newAI Computer Vision Developer,IBM,,"
Design & develop and implement state of the art AI computer vision cloud-based or on the edge solutions with IBM, Red Hat and Open-Source technology.
",3.9
5412,"Hyderabad, Telangana","Manager, Web Solutions Engineering, gTech",Google,,"
You will use your technical aptitude and design skills to help your team navigate through complex problems, architect long-term, scalable solutions, and unblock…
",4.3
5413,India,Cloud Engineer,Kyndryl,,"
Good understanding of the public cloud services IaaS, PaaS, cloud native management tools & cloud security concepts.
",3.4
5414,"Indore, Madhya Pradesh",AWS Cloud Architect/Admin,Systematix Infotech,,"
Experience with building or maintaining cloud-native applications.
Experience with the core AWS services, plus the specifics mentioned in this job description.
",
5415,"Bengaluru, Karnataka",Software Engineer,McKinsey & Company,,"
You will work as a fully contributing team member under broad supervision/guidance from senior engineers/architects.
",4.3
5416,"Bengaluru, Karnataka",Executive Director - Enterprise Architect,Morgan Stanley,,"
We are looking for experienced enterprise solution architects with a technical hands on skills and strong understanding of the value of enterprise architecture.
",3.8
5417,"Bengaluru, Karnataka",Software Engineering - ML,Iron Mountain,,"
Work with project managers, solution architects and other ML engineers to deliver MLbased solutions.
Design and development of ML models using Python to perform…
",3.6
5418,"Hyderabad, Telangana",newSoftware Engineer,GE Digital,,"
Work with product line leaders and architects to develop multi generation software technology plans.
Responsible for designing, building, delivering and…
",3.3
5419,"Gurgaon, Haryana+2 locations",newSolution Architect,Comviva,,"
Should have an understanding of cloud-based micro-services, Dockers, Kubernetes.
[Gurgaon] - India | Posted - 05/06/22.
",3.7
5420,"Noida, Uttar Pradesh",Cloud Solution Architect,RxLogix,,"
Proven track record designing and maintaining complex AWS cloud architecture.
Reporting to the Director of Information Technology, you will be responsible for…
",
5421,"Chennai, Tamil Nadu","newSolutions Architecct, Loan Management System",Oportun,,"
Experience with CI/CD technologies and cloud infrastructure such as AWS, Azure or GCP.
Our Engineering leadership team is looking for an innovative Solutions…
",
5423,"Noida, Uttar Pradesh+1 location",newSAP QM Quality Management Technology Architect,Accenture,,"
Project Role Description :Review and integrate all application requirements, including functional, security, integration, performance, quality and operations…
",4.0
5424,"Mumbai, Maharashtra",newData Architect,Zetta Women,"₹20,00,000 a year","
Experience with developing solutions on cloud computing services and infrastructure in the data and analytics space.
SQL Implementation / or e-com platforms.
",
5425,"Hyderabad, Telangana+1 location",AWS Architecture Cloud Native Architect,Accenture,,"
Project Role Description :Design and develop cloud native architectures (2 tier, 3 tier, serverless, etc.).
15 years of full time education.
",4.0
5426,"Noida, Uttar Pradesh",Enterprise Data Architect,Proso AI Technologies,,"
. Determine Datawarehouse structural requirements by analysing client applications, programs, and operations.
",
5427,India,Juniper Architect,Kyndryl,,"
Understanding of cloud infrastructure (AWS, AZURE).
As Network Architect, you are responsible for architecture and design of networks for repeatable offerings.
",3.4
5428,"Kolkata, West Bengal",Azure Cloud Architect,Jade Global,,"
Ø Should have overall 10 to 15 years of experience working on enterprise application in the capacity of an Architect.
",3.5
5429,"New Town, Kolkata, West Bengal",newSDE I,InSync Tech-Fin Solutions,,"
You will use state-of-the-art cloud computing technologies.
You will be dealing with huge volumes of data and creating.
",
5430,India,S&PP Competitive Pricing Architect - India,Accenture,,"
Accenture Pricing Architects are a highly visible group with a mission to develop and implement strategies and tactics that enable Accenture deal teams to…
",4.0
5431,"Pune, Maharashtra",Java Architect (Cloud),HP,,"
Writing code that runs in the cloud (AWS: EC2, SNS,SQS,Kinesis, Lambda, EMR, DataBricks etc).
Writing maintainable and scalable code.
",4.0
5432,"Mumbai, Maharashtra",Junior Integration Architect,"Cornerstone OnDemand, Inc.",,"
Be a hands-on architect, guiding various teams in solution design and create reference implementations.
Experience in working on projects public cloud providers…
",3.6
5433,"Bengaluru, Karnataka",AWS Solution architect,Mercedes-Benz Research and Development India...,,"
Define Migration strategy to move application to cloud.
Overall 10-12 years of experience in Software Product development.
Oversee build of the environment.
",4.0
5434,India,newInfrastructure Architect Backup as a Service,Kyndryl,,"
If you have applied for an IBM role previously, you will be able to log into the candidate zone using your previous IBM log in details.
",3.4
5435,"Bengaluru, Karnataka",Associate Architect,CSG,,"
Good understanding of networking concepts (on-premises and cloud deployment).
Defines application, component and infrastructure architecture independently or in…
",
5436,"Chennai, Tamil Nadu+1 location",SDET Engineer - Chennai,Walmart Global Tech India,,"
Knowledge on cloud-based platforms and configurations, preferred Microsoft Azure.
Enterprise Business Services is investing in building a compact, robust…
",
5437,"Gurgaon, Haryana",3B_Windows Administrator/Cloud,Incedo,,"
Responsible for managing AWS cloud environment.
Our flexible career paths allow you to grow into a program manager, a technical architect or a domain expert…
",3.8
5438,"Gurgaon, Haryana",Devops Architect,Square Yards Consulting,,"
Minimum 4 years' experience of overall experience mostly with AWS cloud services.
Strong experience in managing both development and operations.
",
5439,"Bengaluru, Karnataka",Cloud Architect,IIW Hosting,,"
Deep knowledge of webscale public cloud providers such as AWS, Google, Azure.
Advanced knowledge of virtualization technologies (VMware, Hyper-V, Xen, KVM) and…
",
5440,"Temporarily Remote in Mumbai, Maharashtra",Cloud Engineer,Wadhwani AI,,"
Communication: Build and manage relationships with vendors, solution architects, and external stakeholders.
We are looking for highly motivated individuals with…
",
5441,"Mumbai, Maharashtra",Senior Customer Support Leader,Atidan Technologies,,"
Experience of successfully managing L1, L2, L3 Technical support US clients on cloud platforms is a must.
15+ years of relevant experience in handling Global…
",4.7
5442,"Gurgaon, Haryana",Data/ML Ops Architect,Maruti Suzuki India Ltd,,"
Graduation (With Specialization): Bachelor of Technology (B.Tech) or equivalent.
Manage the MLOPs Infrastructure including Continuous Integration servers, Model…
",4.1
5443,"Delhi, Delhi",Cloud Architects,IBISKA,,"
Developing and organizing cloud systems.
Creating a well-informed cloud strategy and managing the adaption process.
Proficiency in MS Azure or AWS.
",
5444,"Pune, Maharashtra",Data Engineer/Architect,Druva,,"
Druva’s patented cloud architecture transforms backup data into an asset, making it more open and accessible so customers can streamline governance, improve…
",3.6
